pixel_0,pixel_1,pixel_2,pixel_3,pixel_4,pixel_5,pixel_6,pixel_7,pixel_8,pixel_9,pixel_10,pixel_11,pixel_12,pixel_13,pixel_14,pixel_15,pixel_16,pixel_17,pixel_18,pixel_19,pixel_20,pixel_21,pixel_22,pixel_23,pixel_24,pixel_25,pixel_26,pixel_27,pixel_28,pixel_29,pixel_30,pixel_31,pixel_32,pixel_33,pixel_34,pixel_35,pixel_36,pixel_37,pixel_38,pixel_39,pixel_40,pixel_41,pixel_42,pixel_43,pixel_44,pixel_45,pixel_46,pixel_47,pixel_48,pixel_49,pixel_50,pixel_51,pixel_52,pixel_53,pixel_54,pixel_55,pixel_56,pixel_57,pixel_58,pixel_59,pixel_60,pixel_61,pixel_62,pixel_63,pixel_64,pixel_65,pixel_66,pixel_67,pixel_68,pixel_69,pixel_70,pixel_71,label
0.8424735,1.0,0.9757201,1.0,1.0,1.0,1.0,0.8213301,0.32811287,0.26764345,0.98702645,0.9675146,0.844175,0.086832955,0.96315616,1.0,0.025470216,0.94287366,0.9307475,0.20556588,1.0,0.54257154,0.18430156,0.8240263,0.0,0.0,0.8994387,0.5979157,0.39928368,0.83807695,1.0,0.0,0.63247406,1.0,0.34499946,0.6515151,0.91354305,0.0,0.9248199,0.0,0.0,1.0,0.6564926,0.09341287,0.0,0.82287157,0.0,0.92647195,1.0,0.16635053,1.0,1.0,0.06540822,0.8132139,1.0,0.2518976,1.0,0.6163994,0.0,0.633937,0.82692903,1.0,0.0,0.43284,0.9470259,0.6719427,1.0,0.8276373,0.9463836,1.0,0.5290103,1.0,0
1.0,1.0,1.0,1.0,1.0,0.871834,0.8994998,1.0,0.0,0.0,0.95624185,1.0,1.0,0.0,1.0,0.5147612,0.66088766,1.0,1.0,0.041768044,1.0,0.58159405,0.0,1.0,1.0,0.30180857,1.0,1.0,0.0,0.87017804,0.8953084,0.10233596,1.0,1.0,0.0,1.0,0.6897354,0.0,1.0,1.0,0.4129051,1.0,1.0,0.0,1.0,1.0,0.5639132,0.32279736,1.0,0.0,1.0,1.0,0.35606694,1.0,1.0,0.0,0.67426544,0.872344,0.0,1.0,1.0,0.34713227,0.0,0.0,0.5103513,0.3873502,1.0,1.0,1.0,1.0,0.46195203,0.3326099,0
1.0,0.7236316,0.64440465,1.0,0.51278025,1.0,1.0,1.0,0.15716884,0.0,1.0,1.0,0.74390113,0.0,1.0,1.0,0.0,0.8291461,1.0,0.0,0.77975094,1.0,0.0,0.0,0.6628851,0.0,0.0,0.90794486,0.0,1.0,0.9086178,0.0,0.92089325,0.97447056,0.0,1.0,0.89046156,0.0,0.8643407,0.7057443,0.06268949,0.9159698,1.0,0.0,1.0,0.8008206,0.0,0.9777528,0.7722086,0.08029123,0.29434705,1.0,0.08847002,1.0,0.65139943,0.108282484,1.0,1.0,0.3515621,0.8643329,0.7340873,0.64013875,0.12647063,0.0,1.0,0.96303964,0.68002766,1.0,1.0,0.82785857,0.76227003,0.7384019,0
0.77202606,1.0,0.51700103,1.0,1.0,1.0,1.0,1.0,0.689111,0.96349764,1.0,0.52856874,0.95611197,0.0,0.0,0.046894427,1.0,1.0,1.0,0.0,1.0,0.8672769,0.0,1.0,0.9607241,0.06901309,0.9520818,0.55779266,0.0,0.0,1.0,0.061915062,0.8186053,0.84318656,0.63861674,1.0,1.0,0.33554456,0.4421156,0.7702099,0.005242999,1.0,1.0,0.1826137,1.0,0.8252595,0.21088162,1.0,1.0,0.0,1.0,1.0,0.0,1.0,0.9951645,0.25658175,1.0,0.7697369,0.0,1.0,0.9408739,0.0,0.0,0.91222626,0.0,1.0,0.8864862,1.0,0.0,0.0,0.791485,1.0,0
0.99293363,1.0,1.0,0.6316347,1.0,0.75252736,1.0,0.5093783,0.6710957,1.0,1.0,0.9212279,0.62032187,0.11804758,0.11262836,1.0,1.0,0.8115428,0.27124417,1.0,0.87670517,0.2516051,1.0,0.80027366,0.3958862,1.0,1.0,0.097196646,0.6777738,0.93310857,0.17050795,0.9849914,1.0,0.35755304,1.0,1.0,0.0,1.0,0.5281458,0.0,1.0,1.0,0.08648771,1.0,0.78787094,0.0,1.0,1.0,0.21279137,0.8094646,1.0,0.019722302,0.7324387,1.0,0.12618506,1.0,0.94192874,0.16625898,1.0,0.9865938,0.0,1.0,1.0,0.0,0.73668146,0.8388178,1.0,0.0131962765,0.0,0.6020989,0.7711298,0.84522307,0
1.0,0.39706916,1.0,1.0,1.0,0.73241657,0.669009,0.0,0.0,0.0,0.36300713,0.0,0.91612965,0.0026401677,1.0,1.0,0.07300483,0.51117647,1.0,0.0,0.83115673,0.75821483,0.0,0.9049737,1.0,0.0,1.0,0.8808809,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,0.9538755,0.0,1.0,0.24242973,0.44880784,1.0,1.0,0.267947,0.9003001,1.0,0.04510952,1.0,0.43637156,0.0,1.0,1.0,0.46320346,1.0,1.0,0.0,0.6331575,0.78888845,0.17995025,0.91210324,1.0,0.81579155,0.0,0.0,0.6609185,0.5213351,1.0,0.82393575,1.0,1.0,0.5001251,0.8081353,0
0.868704,0.96656334,1.0,0.68608046,1.0,1.0,1.0,0.77456987,1.0,0.8417275,1.0,0.8986334,1.0,1.0,0.0,0.0,1.0,0.0,0.79908323,0.095625155,1.0,0.39719152,0.0,1.0,0.73952466,0.0,1.0,0.8723864,0.0,0.6768713,1.0,0.25595403,0.6216209,1.0,0.16667221,0.71202654,1.0,0.20047568,1.0,0.666708,1.0,1.0,0.8729042,0.34532326,1.0,1.0,0.06927723,0.74610066,1.0,0.25152606,1.0,0.51449835,0.0513146,1.0,0.62557715,0.39534897,0.0,0.65699387,0.0,0.42319232,1.0,0.7415725,0.7077353,1.0,0.1844429,1.0,1.0,1.0,0.42489836,0.0,0.88780606,1.0,0
1.0,0.63397837,1.0,1.0,1.0,1.0,1.0,0.96457493,0.28375486,0.4010885,1.0,1.0,1.0,0.0,0.9308524,1.0,0.0,1.0,0.6858858,0.0035900243,1.0,0.9068602,0.0,1.0,0.9661812,0.20854321,1.0,1.0,0.17560352,1.0,1.0,0.30841944,0.86369276,1.0,0.0,0.8966742,0.79402626,0.008639163,0.8079933,0.0,0.0,0.9150365,0.74817437,0.0,1.0,1.0,0.0,1.0,0.64763486,0.19843166,1.0,0.78951824,0.0,1.0,1.0,0.100444496,1.0,0.62735206,0.0,1.0,0.8484869,0.55949795,0.0,0.42031646,1.0,1.0,1.0,0.78199196,0.9561453,1.0,1.0,1.0,0
1.0,0.69839334,0.9094662,1.0,1.0,0.9453436,1.0,1.0,0.3171873,0.18392567,1.0,1.0,1.0,0.0,0.6673221,1.0,0.27247825,0.7736108,1.0,0.0,1.0,1.0,0.36819836,0.7939638,1.0,0.16363448,1.0,0.9652828,0.0,0.89057714,0.6937032,0.0,0.3852616,0.7373381,0.0,1.0,0.7606361,0.14090215,0.72182447,1.0,0.23906843,0.901291,1.0,0.0,1.0,0.8176319,0.0,0.706723,0.84076643,0.08327317,0.82839245,0.9450681,0.34524474,1.0,0.7043806,0.0,1.0,1.0,0.2525969,0.9730833,1.0,1.0,0.0,0.0,1.0,0.7185098,0.91022766,0.7299847,1.0,1.0,0.84067446,1.0,0
1.0,0.0,1.0,1.0,0.6115006,1.0,1.0,1.0,0.38520846,0.0,1.0,1.0,0.9830765,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,0.57160014,0.0,1.0,1.0,1.0,1.0,0.9348732,0.0,1.0,0.6940212,0.11464484,0.7388425,1.0,1.0,1.0,1.0,0.538996,1.0,0.5792095,0.0,0.7375467,1.0,0.0,1.0,1.0,0.23282261,0.8416729,0.9209164,0.0,0.8428388,1.0,0.17607684,0.9119113,0.6735623,0.0,1.0,1.0,0.34374636,0.0,0.09112028,0.6138147,1.0,1.0,0.5960978,0.9376813,0.35840762,0.5050701,0.7501818,0
0.7738018,0.0,0.8803565,0.9696827,1.0,1.0,0.74605906,1.0,0.0,0.37251773,1.0,1.0,1.0,0.3025695,0.63061106,1.0,0.0,1.0,0.54313767,0.22619738,0.26333958,0.4227742,0.18014194,0.3447709,0.7695627,0.0,0.52874434,1.0,0.0,1.0,0.84306127,0.2536076,0.93340623,0.8605122,0.2503841,0.9916694,0.67039466,0.46965605,0.43899542,1.0,0.33740768,1.0,1.0,0.0,1.0,1.0,0.0,0.34784687,0.96141183,0.0,1.0,0.07943469,0.038318858,1.0,1.0,0.34307578,0.37992656,0.64624894,0.2490118,1.0,1.0,0.0,0.354555,0.49141705,0.88778615,0.9743508,1.0,0.9975758,1.0,0.39222807,0.6950705,0.5214088,0
0.9845441,0.97691655,0.79181004,1.0,0.8788705,1.0,1.0,1.0,0.056316067,0.0,0.6878719,1.0,1.0,0.0,1.0,0.94032735,0.0,0.0,0.9840782,1.0,1.0,1.0,0.0,1.0,0.77189136,1.0,0.0,0.7069808,0.0,0.97501236,0.8988497,0.03769088,1.0,0.8904401,0.0,0.94569033,1.0,0.0,1.0,0.826361,0.0,0.99502504,1.0,0.32427773,1.0,1.0,0.12404427,1.0,1.0,1.0,1.0,0.9241404,0.0219748,1.0,0.73236257,0.47942525,0.9928978,0.5536513,0.0,0.7887497,0.82145005,0.37647784,0.16618924,0.0,1.0,0.27387655,0.7894135,0.6915853,1.0,1.0,1.0,1.0,0
1.0,0.055878058,0.0,0.65092975,0.63238174,0.76378345,0.26304823,1.0,0.62167895,0.2853501,1.0,0.6040354,0.0,0.9152797,1.0,0.0,1.0,1.0,0.078935646,1.0,1.0,0.32522008,0.89319646,1.0,0.66190445,0.8346199,0.9643131,0.0,0.9757128,1.0,1.0,0.7891382,0.8088444,0.0,0.5604332,1.0,0.5185546,1.0,1.0,0.18699695,1.0,0.7161828,0.016998073,1.0,0.50800097,0.0,0.80821455,1.0,0.108573586,1.0,0.09637642,0.0,0.9461632,1.0,0.77472305,0.14592014,0.026878953,0.7285161,0.9163142,1.0,0.81130344,1.0,1.0,0.79970026,1.0,0.87416875,0.0,0.7800081,1.0,1.0,0.0,0.9954114,0
0.61455095,0.96141267,0.925948,0.7786949,1.0,1.0,1.0,1.0,0.5564061,0.0,0.63929343,1.0,1.0,0.0,0.90332,1.0,0.0,1.0,0.5933769,0.16014037,1.0,0.68671656,0.18638404,1.0,0.8638804,0.5388853,1.0,1.0,0.373183,0.9828876,1.0,0.0,1.0,0.59695256,0.0,0.78597057,1.0,0.29057458,1.0,1.0,0.0,0.7927816,1.0,0.0,1.0,0.79814714,0.0,0.82350385,0.0,0.3080406,0.78163975,1.0,0.0,0.84406817,0.9263086,0.6272906,1.0,0.0,0.030113025,0.84359187,1.0,1.0,0.00560296,0.0,0.751921,1.0,0.5856563,1.0,0.4954856,0.8260706,1.0,0.91555226,0
0.6647371,1.0,0.7000214,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.5543144,0.3485508,0.93782973,0.91145796,0.0,0.8222146,1.0,0.09271693,0.8766633,1.0,0.0,1.0,0.69419134,0.2861364,1.0,1.0,0.30829757,1.0,1.0,0.0,1.0,0.9755773,0.16123796,0.74890065,0.8448561,0.0,0.8298793,0.7636157,0.0010440012,0.77498776,0.6492332,0.0,1.0,0.0,0.2994872,1.0,1.0,0.48912168,0.6520111,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.5037936,1.0,0.3794803,0.0,0.0,0.6615134,1.0,1.0,1.0,1.0,0.31869078,1.0,0.7017984,0
1.0,1.0,1.0,1.0,0.6926853,1.0,1.0,0.8344786,0.82643104,1.0,1.0,0.5706936,1.0,1.0,0.0,0.0,0.706619,1.0,0.54756165,0.0,0.9508866,0.69950503,0.082949236,1.0,0.61195636,0.0,0.2564779,0.6371095,0.027639633,1.0,1.0,0.0,1.0,1.0,0.0,1.0,0.53146064,0.0,1.0,1.0,0.53000623,0.48463613,1.0,0.0,1.0,0.89987385,0.0,0.6289222,1.0,0.25163403,0.0,1.0,0.0,0.87646586,0.72072005,0.0,0.603437,0.63055336,0.50227046,0.5991237,1.0,0.13936433,1.0,0.08342296,0.0,1.0,1.0,1.0,0.0,0.0,0.82772994,0.67220557,0
0.7587992,1.0,0.93178034,0.94808453,0.87413883,0.8764455,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.70475405,0.7256932,0.0,0.64042544,0.7628993,0.09493533,1.0,1.0,0.27729625,0.9745386,0.63418317,0.10101093,1.0,0.5825863,0.0,1.0,1.0,0.0,1.0,0.9920221,0.0,0.7287837,1.0,0.0,1.0,0.5132177,0.0,0.0,0.56310076,0.0,1.0,0.99276036,0.30201223,1.0,0.8683057,0.5321071,1.0,0.0,0.16443738,0.81039846,1.0,0.29239514,0.5954437,1.0,0.20547192,1.0,0.5525102,1.0,0.0,0.1918986,0.9372615,1.0,0.92436534,1.0,1.0,1.0,0.9901227,1.0,0
0.6866306,0.73522323,0.8248559,1.0,1.0,1.0,0.99004984,0.85208374,0.0,0.13330774,1.0,0.9585506,0.0,0.0,0.71649396,1.0,0.10169722,1.0,1.0,0.0,1.0,1.0,0.0,1.0,0.848124,0.0,0.8594674,1.0,0.0,0.8749675,0.75719655,0.0,1.0,1.0,0.083832584,1.0,1.0,0.02168582,1.0,1.0,0.0,0.0,0.603913,0.0,0.781201,1.0,0.0,1.0,0.9141718,0.0,0.8118344,0.5891741,0.0,0.823532,0.84952676,0.09310334,1.0,0.51917076,0.037749223,0.70258737,1.0,0.96817744,0.0,0.5427241,0.7741716,0.4541102,1.0,1.0,0.80612946,0.5009811,0.9496797,0.700251,0
1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.67587,0.41328406,1.0,0.5926488,0.12813501,1.0,1.0,0.474398,0.97444725,0.8358475,0.13468003,1.0,0.8908938,0.4196547,0.973819,0.4654916,0.2149647,1.0,0.8840763,0.5071607,1.0,0.6801639,0.0,1.0,0.910184,0.12776029,1.0,1.0,0.10805215,1.0,1.0,0.35057542,0.718927,0.9390287,0.078276694,1.0,0.5872928,0.05876136,0.42820597,1.0,0.0,1.0,0.78430974,0.0,0.56638455,1.0,0.94479346,0.13902879,0.7616805,0.9721298,0.41122216,0.8288871,0.78151965,0.6742728,0.9979795,1.0,0.9662512,0
0.969048,1.0,0.0,1.0,0.7840356,0.4695114,0.7430099,1.0,0.0,0.030316686,0.86900556,1.0,0.7492244,0.4488721,0.24625069,0.50457704,0.35199362,0.95721954,0.76033306,0.0,1.0,0.83917457,0.0,0.79601306,0.6750021,0.0,0.8464411,0.58471125,0.0,1.0,1.0,0.18183617,0.94190687,1.0,0.0,1.0,1.0,0.19293328,0.7458034,0.79177415,0.06818809,1.0,0.7443682,0.0,1.0,1.0,0.29943112,0.73160756,1.0,0.018277794,0.6093735,0.64316654,0.061909027,1.0,1.0,0.0,0.48107576,1.0,0.0,0.8663452,1.0,0.0,0.28845653,0.0,0.935013,0.8955492,0.68923485,1.0,0.24506772,1.0,1.0,0.8408934,0
0.94762856,1.0,1.0,0.86047494,0.9747306,1.0,1.0,0.8001759,0.50839823,0.19213377,0.96096295,1.0,0.0,0.04546458,0.6978892,0.52130914,0.19474757,0.7355146,0.97362304,0.26381648,1.0,1.0,0.16763696,1.0,0.90003383,0.0,1.0,1.0,0.08607174,0.823614,1.0,0.09685828,0.5668324,0.68625945,0.47919253,0.8036815,1.0,0.104021415,0.8313222,0.0,0.3506176,1.0,0.94047076,0.0,0.5615783,1.0,0.12701459,1.0,1.0,0.0,0.0,0.6148875,0.28457797,0.0,0.7090149,0.0,1.0,1.0,0.005206891,0.89593285,0.44698614,1.0,0.0,0.34472388,0.7193923,1.0,1.0,1.0,0.94387025,0.9061356,0.88406277,0.98141485,0
0.5656465,0.9590137,0.92647356,0.6044936,1.0,0.50418323,1.0,0.7958992,0.0,0.044183034,1.0,0.7298875,0.5712385,0.5663964,1.0,0.39301932,0.049540922,0.12596053,0.9610022,0.0,0.5133569,1.0,0.24447416,1.0,1.0,0.0,1.0,1.0,0.0,1.0,0.83802044,0.0,1.0,1.0,0.0,0.85509944,1.0,0.0,1.0,0.74330753,0.010533018,0.8015983,1.0,0.0,0.19354498,0.67963374,0.0,1.0,0.7068194,0.56967276,1.0,0.46173036,0.0,0.49773103,1.0,0.022110453,0.48479074,1.0,0.0,1.0,1.0,0.0,0.17711857,0.3905808,0.37240976,0.74158907,0.8629672,0.6254733,0.9687442,1.0,0.8253225,0.9153509,0
1.0,1.0,1.0,0.16333538,0.121056005,1.0,0.96545905,1.0,0.0,0.92245173,1.0,0.0,1.0,0.53391415,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.057709914,1.0,1.0,0.0,0.44377655,1.0,0.0088360645,1.0,0.86833763,0.009033407,0.47691303,1.0,0.0,1.0,1.0,0.18994454,1.0,1.0,0.05234447,1.0,0.37163836,0.13181692,0.5755775,1.0,0.0,1.0,1.0,0.17406169,0.6645302,0.7781927,0.17842782,0.58148307,1.0,1.0,0.0,0.14412257,0.7187985,1.0,0.8356715,0.6914389,1.0,0.46653658,0.7075124,1.0,1.0,0.5563087,0.41774607,1.0,1.0,0
1.0,0.9271312,1.0,0.6968232,0.6343626,0.86443913,0.6912647,0.5962891,0.16142985,0.0,1.0,1.0,0.7819632,0.0,1.0,1.0,0.08363396,1.0,0.9062734,0.0,1.0,0.7980708,0.0,1.0,0.8597666,0.049676683,0.9690375,1.0,0.28089234,0.6472527,1.0,0.0,1.0,1.0,0.5729526,0.69461703,0.47784466,0.0,0.6954728,0.60512424,0.0,1.0,1.0,0.2839671,1.0,0.7750524,0.012863994,1.0,0.74060845,0.0,1.0,1.0,0.09513515,1.0,0.85359997,0.0,1.0,1.0,0.0,0.74274075,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.786063,0.94402385,0.7418786,1.0,1.0,0
1.0,0.7794436,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.82349986,0.0,0.0,0.9799725,0.89357275,1.0,1.0,0.36359894,0.0,0.064518325,0.34945327,0.0,0.12316124,1.0,0.9432433,0.0,1.0,0.0,0.098372236,1.0,1.0,0.0,1.0,0.95328736,0.0,1.0,1.0,0.6683471,0.53951335,0.77261597,0.13376428,0.8888022,0.906096,0.0,1.0,1.0,0.49374637,1.0,0.25637925,0.0,0.70551586,1.0,0.0,1.0,1.0,0.117013805,1.0,1.0,0.0,1.0,0.6866883,0.0,1.0,1.0,1.0,0.0,0.0,0.38224918,0.85586864,0
1.0,0.5755813,1.0,1.0,0.8404878,0.94169295,1.0,1.0,0.0,0.30035818,0.5918174,0.88737357,0.9413487,0.27215368,0.85309744,0.75395405,0.0,0.3861575,1.0,0.0,1.0,1.0,0.2835219,1.0,1.0,0.0,0.2528807,0.8643194,0.111298494,0.32780015,1.0,0.0,1.0,1.0,0.29094422,1.0,0.0,0.04704349,1.0,1.0,0.1229071,1.0,1.0,0.1134682,1.0,0.79343647,0.23860058,1.0,0.8671015,0.18891115,1.0,0.74538535,0.21601732,1.0,1.0,0.20846874,0.61941487,0.8307839,0.0,1.0,1.0,0.91032106,0.005355954,0.0,0.56938976,0.7088095,0.8414611,1.0,1.0,0.61979544,1.0,0.5411624,0
